hist_text_classic,true_label,predicted_label,result,n_words
"With Jaime's assistance, it had started to develop free will and independence, overriding the Reach's deepest programming.  Nevertheless, the Reach still intended to take over the planet, even without the Scarab to help them. As far as the rest of the world was concerned, the Reach were peaceful 'galactic traders'. Their secret bases and technology were hidden away, out of phase with the rest of the world, and Jaime was the only one who could see them.  Seeing Jaime and the Scarab as the biggest threat to their plans, the Reach attempted to eliminate them through the use of deniable agents, including Earth's supervillains. Jaime, meanwhile, tried to find out what the Reach were up to, and how he could stop them.  Worried that the Scarab might still be a threat, Jaime sought help from the local branch of S.T.A.R. Labs. An encounter with Livewire, who was being assessed there at the time, triggered a strange reaction in both Livewire and the Scarab, resulting in a fight. Superman put a halt to the battle, and helped to reassure Jaime about himself and the Scarab.  Jaime also assisted Traci Thirteen in foiling Eclipso's attempt to kidnap a baby with great magical potential and use it as a new, uncorrupted host. During the course of the adventure, Jaime and Traci developed a romantic interest in each other, and remained in long-distance contact after Eclipso' defeat.  When the Reach recruited Lobo to prevent the launch of a rocket containing anti-Reach technology, Jaime teamed up with the Teen Titans to make sure the rocket lifted off safely. Afterwards, the Titans invited Jaime to Titans Tower, so he could hang out with them, get training, and learn how to fight. Jaime took them up on the invitation - and found himself helping the Titans fight off their future incarnations, the Titans of Tomorrow.",DC Comics,DC Comics,Correct,308
"Circe then betrays Hercules and de-powers him as well. Eventually Diana's powers are restored and she twirls into Wonder Woman for the first time since handing over that title to her sister Donna.   Diana Prince's interaction with a women's movement that has established a series of ""Athenian Women's Help Shelters,"" to which are brought women who have been abused and have taken action to defend themselves.   Diana is captured and imprisoned by the Department of Metahuman affairs, led by an imposter Sarge Steel. She is tortured and interrogated to garner information that will allow the United States government to build a Purple Death Ray like the one the Amazons revealed during Infinite Crisis. Moments prior to the Amazon assault on Washington, D.C., Diana is freed by Nemesis.   Circe travels to Themyscira and resurrects Queen Hippolyta. (Hippolyta's first words are: ""Where is my daughter?"") Under Circe's influence, the queen leads an assault on the United States.   Wonder Woman asks Kate Spencer (whom she knows to be Manhunter) to represent her before the Federal grand jury empaneled to determine if she should be tried for the murder of Maxwell Lord (even though she has been exonerated by the World Court). With the help of Sasha Bordeaux of Checkmate, Kate Spencer obtains a video of Wonder Woman killing Maxwell Lord which proves that Max was in control of Superman when she killed him. However, Wonder Woman will not allow Kate to use the evidence, as it would lead people to distrust Superman. Upon concluding their deliberations, the grand jurors refuse to indict Diana.  Diana, Superman, and Batman meet to re-form the Justice League. After a battle against Solomon Grundy, Green Lantern (Hal Jordan) and Black Canary offer membership to those involved in the last mission. The JLA and JSA join forces when members of the Legion of Super-Heroes are discovered in the 21st Century.",DC Comics,DC Comics,Correct,311
"When Nightwing and Red Hood discovered that Black Lightning, former Outsider and father of Thunder, had been arrested for a crime he didn't commit, the Outsiders attempted a rescue. Ultimately, they failed in their attempt, and ended up believed dead by the outside world. Though the team saw this as an opportunity to operate covertly, Arsenal soon realized he was not made for the life of a cloak and dagger hero and left the team, returning full command to Nightwing.  Nearly a year later, after their return to active duty, the heroes Superman, Batman, and Wonder Woman, decided to reform the Justice League of America, which had been disbanded during the Crisis. In a sign that he had finally ""made it,"" Arsenal was asked by the three to join the latest incarnation of the team. In their first mission as teammates, Hal Jordan referred to Harper as ""Red Arrow"" (attempting to cover for the fact that he almost called him by his real name). Though Harper was surprised by this new nickname, he soon embraced the identity with the help of a new costume, given to him by his former mentor, Green Arrow. His new name and costume became symbolic of his ""coming of age"" and the end of his troubled relationship with Oliver Queen.  Red Arrow continues to serve with the Justice League.",DC Comics,DC Comics,Correct,224
"Bor could sense Odin's power within the form of the demon before him, and he assumed this was the monster responsible for killing his son. Bor would soon have his revenge. Striking with a fury only Bor could possess, Thor would have been killed if not for the Odinforce within his body. Thor tried to reason with Bor, but Loki made sure the two could not communicate verbally either. Thor sensed something was wrong and did not want to kill a fellow Asgardian, so he called for help from the Avengers. Unfortunately for him, it was the new team of Avengers led by the Iron Patriot who answered the call. The Patriot ordered his team to take both combatants down, but none could withstand the combined might of Bor and Thor. Bor didn't want to be overwhelmed by superior numbers so he called upon forces potent enough to tear the very world apart. Thor knew if he was to avert this tragedy, he would have to kill his foe. Bor and Thor squared off one final time and charged each other - each one out for blood. The winner was Thor, but a high price was to be paid. Balder wanted to get to Thor to tell him who he was fighting and to end the battle, but he showed up too late to stop Thor from killing the first King of Asgard. Even as Bor lay dying in the arms of his grandson, he went to Valhalla thinking his body was still in the hands of the enemy. Loki reminded Balder to kill a member of the royal family was punishable by banishment from Asgard forever. Balder had no choice but to uphold the rules of his people, and Thor was cast out. Thor said nothing in his defense except to imply he knew who was behind the fiendish plot, and on the day he would have words with this person - ""thunder and fire and darkness shall follow after.""",Marvel Comics,Marvel Comics,Correct,331
"Fearing that he was endangering the team, Magneto, again, left the XMen. Arriving back in Singapore, Magneto was sheltered by an underground group of mutants and brought to the Galleria, where they asked him to lead them against human oppression. After Magneto informed them that he was no longer that man, soldiers burst in and began firing on them and Magneto saved them. Magneto, then, went to the XMen and Avengers and revealed his technology, a device in his helmet that would mix with his magnetic powers and give him control over any mind he chose. Magneto declared that he had modified the circuitry to remove all traces of prejudice, particularly that of mutants, from the collective minds of the human race and not to rule them. After using the device on Captain America, Magneto learned that Cap never hated mutants and agreed to go before trial again. Magneto was, once again, defended by Gabrielle Haller and prosecuted by Sir James Jaspers in Paris. After fearing that his death would spark a war between mutants and humans, Magneto called his helmet, from Singapore to Paris, and used it on one of the judges, Alexandre Gilbert Du Motier, acquitting him of his crimes in the world court.  Magneto destroyed his helmet and returned to his position as headmaster of the Xavier School, attempting to connect more with his students, after learning that they had returned as well. Magneto, notably, connected with Illyana Rasputin, who had lost her brother, Colossus, best friend, Shadowcat, and control over her realm, Limbo, after the attack of the Marauders. Magneto also grounded the New Mutants for their impulsive, reckless behavior. After a soccer game became too physical, Sunspot ended-up giving Cannonball a concussion and, after the rest of the New Mutants began to chastise him, Sunspot ran away, feeling he was a danger to his team. Warlock left after Sunspot and this left all of the team feeling deeply guilty and worried about Warlock and Sunspot's whereabouts. To calm them down, Magneto dressed them elegantly and they all attended a Hellfire Club event and asked Dr. MacTaggert to assist in the administration of the school.   After hearing of an animal creature that was being mistreated after capture, the New Mutants abducted Bird Brain and, after returning home, Magma decided to return to the Massachusetts Academy. After an incident at the mall, Magneto decided to return Bird-Brain to the authorities, but after Cypher began to speak with it, the New Mutants convinced him that Bird-Brain could be taught and he remained. Magneto woke, one night, to the return of Sunspot and Warlock and the disappearance of the New Mutants.",Marvel Comics,Marvel Comics,Correct,442
"While she was speaking with Jackson, he came under attack from another of the costumed vigilantes known as Scourge. Hoping to gain enough strength to defend himself from Scourge, Jackson submitted himself to the strength enhancement treatment, knowing full well that in fifty percent of the cases it had terrible side effects. The treatment enlarged Jackson's musculature to such an extent that he was no longer able to move. Jackson was taken into custody by the police and placed in the Los Angeles County Hospital. Priscilla Lyons was then captured by Dr. Karl Malus, Jackson's chief scientist. Malus intended to take over the operations of Power Broker, Inc., but the safe containing Jackson's most important files could only be opened through the use of his fingerprints. Hence, since he believed that Jackson would trust Lyons, Malus gave her an 'epidermold' made of a malleable putty-like material and demanded that she take an impression of Jackson's hand. Malus warned her that if she refused or betrayed Malus, he would have her brutally injured by some of his superhumanly strong henchmen. Malus placed a bracelet on her arm that she could not remove and through which he could monitor what she said. Guilt-ridden at the idea of betraying the faith of the now helpless Jackson, Lyons nonetheless went to his hospital room and took the impression of his hand. She then contacted Malus, demanding that he meet her alone in the hospital lobby with the key to the bracelet. Malus agreed, but on meeting her tried to inject her with a hypodermic needle whose contents are unknown. Lyons knocked Malus unconscious, injected him with the needle, put the bracelet on him, left him in a stall in the ladies' room, and had hospital security notified he was there. She left the hospital, and phoned the costumed adventurer known as the U.S. Agent to tell him where to pick up Malus's henchmen. She then crushed the putty-like ball with Jackson's handprint, rendering it useless. Priscilla Lyons' current whereabouts and activities are unknown.",Marvel Comics,Marvel Comics,Correct,339
"Parademons are genetically created in Apokolips' laboratories and serve as his loyal army. Some Parademons are bred from human stock, culled from the lowly Hunger Dogs that reside in the Armagetto district of Apokolips. Parademons were the advance forces in the armies of Apokolips, created from reformatted genetic material gleaned either from the living or dead remains of native species pertaining to parallel worlds razed throughout the multiverse. In initial assaults they first snatch up every living being in sight taking them to their nearby conversion facilities, there using new god technologies the cultivation of captured victims occurs. Repurposing them into new Parademons programmed to serve and enforce the will of lord Darkseid. It was their invasion that led to the creation of the Justice League.",DC Comics,DC Comics,Correct,126
"However, the two escape, but still shackle together, and made their way to Gotham City. From there they are offered partial sanctuary by the Penguin. Unfortunately, Penguin secretly works with the Suicide Squad and turn on the two. Piper and Trickster escaped again and only to be tracked by the Question and Batwoman. Piper and Trickster immediately begin to plead with the two heroes that they personally were not responsible for the death of Bart Allen. Batwoman quickly refuse to believe their innocence and concerns in bringing them to justice. The Question however, hears their story at which point Trickster used hand-puppets of themselves and the Flash to illustrate their innocence. Batwoman became furious at the disrespect that Trickster shows, and punched him down. The Question however, believes their story, stating that they are 'too stupid to kill time' and lets them go.    Trickster and Piper inadvertently made their way to Poison Ivy's greenhouse, and are captured. Deathstroke arrived and decided to use them as bait, planting a bomb on them. They are saved by the intervention of Wally West. Wally confines the two at the Green Arrow/Black Canary wedding, despite the warnings that Deathstroke is planning an all-out assault at the occasion. The two manage to escape the wedding assault, inadvertently picking up Double Down as a passenger. The trio stop at a diner in which Trickster and Piper hear out from Double Down of lesser and well known villains being disappeared. The three are tracked down by the Suicide Squad. Double Down is captured, but Piper and Trickster fortunately hid themselves with Trickster's makeshift invisibility field. The two then decide to follow the Squad while still using the invisibility field, and attempts to free the other captured villains. Once they arrived at their destination (Belle Reve), they encountered and free Two-Face, in which they learn from him that the villains are being exiled to a uncharted planet. At first the duo quickly decide to escape and offers Two-Face the chance in joining them, but he declines in a coin-flip. Having steal a vehicle from the prison, the pair then narrowly avoid capture by Deadshot.   Later the two travel on train and after a valiant attempt to save their own lives and an eventual acceptance of Pied Piper's orientation, the Trickster is shot by Deadshot while trying to defend Pied Piper. Piper is left alone with the corpse of Trickster attached to him still, and is lost in the Mexican desert with his dead companion. As Piper travel across the desert he starts to hallucinate in which that Trickster still talks to him.",DC Comics,DC Comics,Correct,434
"Before Barry returns the timeline to normal, Batman thanks him for all he's done and gives him a letter addressed to his son. After this, Barry bids a farewell to his mother, knowing he must travel back in time to stop his younger self from altering time. Barry merges with his past counterpart in an attempt to stop him, creating a new different timeline. After Barry restores the timeline, he visits the original Bruce Wayne and gives him a letter from his alternate father. Bruce is grateful to Barry of informing him of the events of the Flashpoint before the timeline was apparently returned to normal.   In this new timeline, details of Barry Allen's history have changed. He has never been married to Iris West, and instead is in a relationship with co-worker Patty Spivot. Wally West does not appear to be present in this timeline. Bart Allen is still a member of the Teen Titans as Kid Flash, although their relationship is unclear. Flash begins to learn more about the Speed Force, which begins to enhance his mental speed. With the help of Dr. Darwin Elias, he begins to understand and grasp his mental powers.    On his first major adventure, Flash encounters Mob Rule, an army of clones of his old friend Manuel Lago. Manuel wanted to save his clones from an early death, but unknowingly causes an EMP blast that deactivates every single piece of technology across Central City. After saving Iris West from a prison riot on Iron Heights, Flash distributes two barges developed by Wayne Enterprises that contain supplies, generators and emergency vehicles to help in the relief effort. Afterwards, Flash reaches Manuel, who is strapped to a device that will modify the clones's genetic structure to prevent them from dying. Unfortunately, the device malfunctions and Flash contains the ensuing explosion, dispersing the device's energy across the atmosphere. Although the city is saved, the clones die and Manuel escapes, blaming Flash for Mob Rule's death. Also, Dr. Elias tells Flash was actually the one who caused the EMP blast: when he contained the blast, he actually sent the EMP energy across time. Apparently, every time Flash uses the Speed Force to approach the speed of light, time rifts are created. Dr. Elias warns that they will have to destroy the Speed Force in order to prevent oblivion.  Flash and Dr. Elias develop special batteries that store Flash's Speed Force energy and provide the city with alternate energy until power is restored.",DC Comics,DC Comics,Correct,415
Ajax (born Francis Freeman) was a human who gained immunity to pain and enhanced reflexes from an augmentation procedure given to him by The Workshop.,Marvel Comics,DC Comics,Incorrect,25
"Unsuccessfully committing suicide and battling the Hulk, Wade is sent to the English prison of Crossmore, where he meets doctor Ellen Whitby, who had been secretly obsessed with him for several years. Out of a one-sided love, she helped him escape. Despite this, Wade rejects her for being completely insane. After leaving he is encounters the local law enforcement which inadvertently leads to Wade taking the Queen of England hostage. After having a talk with the Queen, she convinces Deadpool that Whitby is his responsibility. After going to her apartment, he finds many of his own severed body parts in the fridge. After confronting Whitby she kills herself, and Wade throws the frozen body parts in a dumpster and leaves. Afterward, the parts thaw and heal together to form an even more deformed and very sadistic clone of Deadpool.   Both Deadpools managed to get to New Jersey on their own. Wade met Evil Deadpool at his favourite chimichanga restaurant, which Evil Deadpool blew up. After a long fight and running out of bullets, the Deadpools agree to meet and fight at Canarsie Park. After another fight and another explosion, Evil Deadpool escapes while Wade is confronted by Captain America and then escapes. Meanwhile, Evil Deadpool goes to Mister Negative to ask him for a job (murdering a police chief's children). After careful contemplation of Evil Deadpool's next move, he decides that his motivation must be to one-up the original Deadpool. After some planning, Wade proceeds to publicly kidnap a random child in hope that this would draw out Evil Deadpool.  However, Evil Deadpool had already predicted this and kidnaps the police chief's children and sends a message to the parents that he had done so (leading to the chief to believe the real Deadpool had kidnapped his children), and then takes out Captain America who had been watching Wade (and knew that Wade was never anywhere near those children). After Cap recovers and Interpol becomes involved, Cap informs the chief that Deadpool couldn't have kidnapped his children and so all are led to believe he has an accomplice. After some time passes, Wade realizes that he has been played, frees the child and escapes. Using a teleportation device, Evil Deadpool lures the police chief and Deadpool into a trap to make it appear that Deadpool had killed the chief and his children, this fails however and the chief escapes with his children. Evil Deadpool then explains to Wade that his motivations were to show him that no matter what good he accomplishes people will only ever see him as a monster.  Just then, Captain America and the police arrive at the scene and tell both to stand down.",Marvel Comics,Marvel Comics,Correct,448
Little is known about the childhood and youth of Fatale and how she came to be Dark Beast's most trusted servant. It is possible that Dark Beast created her himself.,Marvel Comics,Marvel Comics,Correct,30
"The Ancient One was the Sorcerer Supreme as well as the leader of the Masters of the Mystic Arts. For centuries, the Ancient One protected Earth from mystical threats, and dedicated herself to helping others in need by educating them in the magical arts to give them new hope. However, later on, she was challenged by a former student, Kaecilius, who had become corrupted by the Dark Dimension and sought to bring Dormammu to Earth. In the midst of her war against Kaecilius and his Zealots, the Ancient One encountered Doctor Strange and, despite her initial reluctance, was persuaded to accept him as her student by Karl Mordo. During one final battle, the Ancient One was fatally wounded and despite the best efforts of Doctor Strange and Christine Palmer, she accepted her fate and died, but not before giving Doctor Strange the advice he needed to defeat Dormammu as well as to find his new purpose in life as a master.",Marvel Comics,Marvel Comics,Correct,161
"Their re-union was interrupted by the Brotherhoods leader Daken who revealed that with Fantomex dead, Ultimaton had reverted to his original programming which was to kill mutants. Just before Ultimaton snapped Gateway's neck and self-detonated, Psylocke managed to enter Gateway's mind and use his powers to send X-Force away.   They appeared 30 years in the future where they were greeted by Deathlok. In this world Evan Sabahnur had ascended and become Apocalypse. He was the greatest threat the entire world had known which led Wolverine to create an X-Force composed of several heroes. Together they managed to kill the new Apocalypse and were celebrated as war heroes and elected to make sure such a thing could never happen again. Led by Psylocke, they had soon killed all the world's criminals and began pro-actively killing people when they made up their mind to commit a crime and before committing it.  When Wolverine and X-Force from the present were unrepentant of this course of action, Deathlok attempted to kill them in order to prevent the future from happening but failed when he was destroyed by Cable. Before they could be sent back, Psylocke escaped and had resolved to prevent this future by killing the future Psylocke. She realized that this wouldn't save her world and that even if she went back knowing what she did, she would still make the same mistakes. In order to make sure Fantomex's sacrifice meant something and to save the world she stabbed herself through the gut.  She narrowly survived her suicide attempt and attempted to finish herself off permanently but was interrupted by the future Punisher who attempted to save her. Psylocke struggled, trying to end her life but finally failed when she passed out and was saved by Nightcrawler. She was healed of her injuries and spoke to her future self. She was then returned to the present together with the rest of X-Force.   After returning to the present, X-Force were headed to Genosha to save Evan from descending from Apocalypse. When arriving to the island, Psylocke was able to subdue Mystique by using her telekinesis to disguise herself as Sabretooth and put her to sleep. X-Force were arguing about whether to kill Evan or not should he ever to descend in becoming Apocalypse. They later noticed that Deadpool had disappear seemingly thinking about killing Evan. It turns out that he came to save Evan. Deadpool was later captured and tortured by Daken and his new Brotherhood.  Wolverine and Psylocke sneaked into the enemies' underwater base. Wolverine was handling most of the enemies while Psylocke turned off Deadpool pain receptor from being torture by Omega Black.",Marvel Comics,Marvel Comics,Correct,441
"Marrow surprisingly invited Chris to join them, and he accepted, secretly intending to dismantle the organization from within. For his first mission, Chris was sent to aid in a terrorist attack on Grand Central Station. Seeking to stop the bomber, Chris was confronted by Agent Zero, who mistakenly believed him to be the perpetrator. In the ensuing confusion, Zero fatally shot Chris. As he lay dying, Chris was unmasked by Zero, who was shocked to discover he had killed his former friend. Chris died, never knowing Zero's true identity.  Recently, Chris was revived with an alien techno organic virus.",Marvel Comics,Marvel Comics,Correct,99
"After the fight was over, O'Brian started a new life balancing his hero life and his family life.   In the massive prison breakout by the Secret Society of Super-Villains during Villains United, Plastic Man was a responder to Blackgate Penitentiary where he fought Clayface . During the Battle of Metropolis, he punched out their leader Doctor Psycho.   In the aftermath, he celebrates with all of the other assembled heroes. He is present when Lex Luthor causes the mass slaughter of Everyman Project participants, and shows pride for his son Offspring who saved over twenty people's lives. During World War II, he is part of the charge led against Black Adam by the Justice Society of America. Adam actually manages to somehow make his nose bleed. Despite this, he manages to give his son advice on better banter. There's another celebration after their victory and Plastic Man attends.   Plastic Man is infected by Eclipso (Jean Loring) during Countdown to Mystery, who corrupts him and reverts his personality to before he reformed his ways. He becomes a criminal again, with Woozy Winks as his accomplice. Batman and Offspring work together to take him down, but the Spectre intervenes and finishes the battle. Eclipso rescues him for her own motives. He is gathered with her other converts Dove and the Creeper around the corpse of Alex Montez for a ceremony. They break into an NSA facility together to steal government property. Huntress attempts to stop them, but they succeed in stealing the Heart of Darkness. They are freed from his grasp, but not before Eclipso can reach his true power. However, while he's defeated by the Spectre they work to eradicate his remaining agents on Earth.  Martian Manhunter is murdered by Libra and the Secret Society of Super-Villains during Final Crisis. Plastic Man is one of the many who attend his funeral, where he comforts Booster Gold and Stargirl.   Plastic Man joins the Justice League of America again. During Blackest Night his heart is ripped out by a resurrected Vibe when the Black Lantern Corps rises. This seemingly kills him. However, he survives due to his unique physiology.",DC Comics,DC Comics,Correct,355
"Shayera Thal was a police officer on the planet of Thanagar. While and her and her partner, Katar Hol, were chasing the criminal Byth, they crash landed on Earth. After capturing him, the pair decided to remain on Earth and became Hawkman and Hawkwoman.",DC Comics,DC Comics,Correct,44
"After observing the way the other guilds worked, she elected to join the same guild as her mother - the Kryptonian Science Guild.   After being teleported to an alley, Kara finds Chris Kent and Thara Ak-Var. Supergirl attacks Thara, for killing her father and trying to kill her. However, Chris stops Kara and tells her he is her cousin. The three are attacked by Guardian and the Science Police, for apparently killing Mon-El. Chris tries to tell Guardian that they did not murder Mon-El, but Guardian ignores him. The three manage to escape to Paris. Chris, Thara and Kara talk about what has happened. They then discover that the two sleepers they were fighting were Metallo and Reactron. However, they were then attacked by Squad K.  Escaping from Squad K, the three go to Lana Lang's apartment. They decide to get Lois's help in clearing their names. Chris and Lana go to find Lois while Kara and Thara stay in Lana's apartment. While waiting, Thara attempts to tell Kara what is wrong with Lana, but states it in a way that makes Kara angry. Meanwhile, Reactron promises General Lane he will kill Supergirl.  Kara, Chris, and Thara a.k.a. ""The Metropolis Three"" fight Reactron. Kara about to hit Reactron with her heat vision is instead hit by Reactron's gold kryptonite, stripping her of her powers temporarily. Thara jumps in front of Reactron before he can hit Kara again and is knocked out of the fight. Lois shows up to report the fight, noticing that the three are depowered and unconscious, engages Reactron in battle and wounds him by jabbing her pen in his neck. With Reactron about to kill Chris and Kara, Thara transforms in the Flamebird and easily defeats Reactron. Reactron reveals that General Lane was behind the sewer bombing to deepen the mistrust in Kryptonians. Kara decides to take Reactron back to Alura on New Krypton for punishment. Kara and Thara forgive each other.  Kara delivers Reactron to Alura. Alura has flashbacks of her time with Zor-El before Reactron killed him. She remembers how the Science Guild told her love is is simply a chemical response to external stimuli and therefore should be ignored. But she does love Zor-El. Back in the present, Reactron is standing trial. But before the verdict is announced, many Kryptonians burst into the courtroom, wanting revenge. Supergirl and Alura jump in to save Reactron, but in the skirmish, he is apparently killed. Supergirl decides to return to Earth. It is revealed Alura faked his death to torture him for information.   In World's Finest, Supergirl and the new Batgirl (Stephanie Brown) team up for the first time.",DC Comics,DC Comics,Correct,442
"Jean-Paul Beaubier's parents were killed in a car crash shortly after his birth. He and his twin sister Jeanne-Marie were taken in by the Martins, cousins of their mother, but they could not afford to raise both children and so sent Jeanne-Marie to a catholic girl's school. When Jean-Paul was six, he was placed in a foster home after his foster parents died, and the twins grew up unaware of each other. As a teenager, Jean-Paul was caught stealing by Raymonde Belmonde, who became his mentor and guardian, helping Jean-Paul cope with both his emerging mutant nature and his sexuality. Belmonde introduced Jean-Paul to skiing, which he used as a means to help control his super-speed. Jean-Paul later joined a circus and became a talented trapeze artist. He came to regard his fellow performers as the family he had never known. However, there was still much anger and frustration within him which he ultimately expressed by joining the separatist Front de Libération du Québec movement. Becoming part of the Front's radical Cell Combattre, Jean-Paul acted as a courier. He came to disagree with the Cell's terrorist methods after he saw himself forced to save innocent lives from a bomb. He subsequently severed all ties with the Front. Jean-Paul returned to his passion for skiing, and by secretly using his powers he quickly became a world champion, winning a gold medal at the Olympics and becoming famous and wealthy. At that time, the Canadian government's Department H had begun forming a team of superhuman operatives, Alpha Flight. The team's founder, James Hudson, had already recruited Jean-Paul's sister as Aurora, and after seeing a photo of Jean-Paul he noticed their resemblance and discovered they were siblings. Hudson invited Jean-Paul to join the team as well, and he was overjoyed to learn that he had a sister, joining the team as Northstar to be with her. The twin's reunion came as a surprise to all, for when they touched they created a flash of intense light. The team's first mission was to reclaim former government operative Wolverine, who had defected and joined the American XMen team. Ambushing the XMen in Calgary, Alpha Flight held their own, but the battle caused much damage and the government opted to let Wolverine go rather than face massive rebuilding costs. Shortly thereafter, Department H was closed and Alpha Flight disbanded. Later visiting his sister, Northstar was shocked to discover that she had a dual personality, alternating between the free-spirited Aurora and the shy, reserved Jeanne-Marie. When Hudson reformed Alpha Flight without government funding, Northstar managed to convince his sister to return with him.",Marvel Comics,Marvel Comics,Correct,436
"From that time on, Rachel was able to draw to a limited extent upon the vast power of the cosmic entity known as the Phoenix Force. The alien being known as the Beyonder once hinted that Rachel could potentially become equal in power to the previous Phoenix. Indeed, the Beyonder once granted Rachel the full power that the previous Phoenix had possessed, but he reclaimed it shortly thereafter.  Soon after, Rachel's teammate Wolverine severely injured her to prevent her from vengefully murdering Selene. Fleeing to heal herself, she was fooled by the six-armed sorceress named Spiral and taken to the alternate dimension of Mojoworld where she was held prisoner for several months. Rachel eventually escaped to London where she was tracked by agents from Mojoworld. With the help of Kitty Pryde, Lockheed, Nightcrawler, and Captain Britain, Rachel defeated her would-be captors and together they formed the British super-team Excalibur.   After many adventures with Excalibur, Rachel finally managed to return to the future she had come from. While she couldn't change her past, she and her teammates were able to change the directives of all the Sentinels of the era to preserve all life, thereby ending the genocide that had prevailed for years. On the return journey, Captain Britain was lost in the timestream and it was discovered that Rachel had to exchange places with him for him to return. She accepted, and was carried to another future time that was ruled by the eternal mutant Apocalypse. There, Rachel founded the Clan Askani to help in the struggle against Apocalypse's tyrannical reign.  As the Mother Askani, Rachel was responsible for transporting her parents to the future to care for Cyclops' infant son Nathan, who had been taken to the future in the hopes of curing a techno-organic virus that Apocalypse had infected him within the past. The Clan Askani saw in the infant the potential to be a great warrior, and trained him to become the soldier known as Cable. The effort of transporting the two XMen exhausted Rachel's frail old body and her physical form died, leaving her to live on in an astral form.  Sometime later, Cable journeyed to the end of time and found a youthful Rachel being held prisoner by Gaunt, a man who had been imprisoned there for his crimes. Cable challenged Gaunt to a duel to decide the fate of Rachel and emerged victorious, returning Rachel to the present with him. With her own timeline erased and having been abandoned by the Phoenix Force, Rachel decided to retire from the costumed adventuring life and began attending college. Soon after, Rachel became embroiled in the Dark Sisterhood's attempted takeover of the United States.",Marvel Comics,Marvel Comics,Correct,447
"He was flown in a starship to Contraxia's sun and there vaporized the craft before sending the energies of his body into the sun. In some as yet unknown manner, he apparently restored the vast quantities of hydrogen necessary to sustain the nuclear reactions of the sun, and added an undisclosed number of years to the sun's life. Then, still radiating great energy, he returned to Contraxia, his vast heat melting the polar icecaps, in order to say farewell to his girlfriend and to lecture the Contraxians about morality. He then flew off into outer space, realizing that he could no longer live among organic beings with his vast energies emanating out of control.   Under unrevealed circumstances, Jack of Hearts was captured by the enigmatic alien, the Stranger, and placed on his planet for study. Jack of Hearts was inadvertently freed by the Avenger Quasar, who had traveled to the Stranger's world for his own purposes. Joining other refugees of Earth, Jack of Hearts returned to their native planet, only to be mind-controlled by another refugee, the Presence, into fighting Quasar. His armor was breached in the fight, and Jack appeared to have exploded in a burst of Zero energy. Actually, Jack was rescued and healed by the Moondragon, in her bid to gain an ally to prove herself as a worthy consort for Quasar. Jack proved overzealous as a mentally-influenced agent of Moondragon, who soon abandoned her designs on Quasar anyway, and Jack was released from her control.  Jack sequestered himself in the abandoned Hart residence, but found his condition rapidly deteriorating, as his energies again threatened to go out of control. Returning to space, Jack sought out the alien Silver Surfer for help. The Surfer led Jack to an alien armor-wielder, who created a new and better energy-regulating armor for him. Jack remained with Surfer for a short time, and both teamed up with other cosmic heroes when they encountered the mega-powerful entity known as the Tyrant. The battle left Jack of Hearts severely weakened, and he was nursed back to health by fellow adventurer Ganymede, whereupon the two became lovers.  Ganymede was the last member of a sisterhood dedicated to the opposition of Tyrant. She refused to engage in physical intimacy, which was not an option for the armor-bound Jack. She was also at one point willing to abandon an injured Jack rather than let her enemy escape. Although Jack remained by Ganymede's side for many months, they eventually went their separate ways.  While journeying through space, Jack of Hearts happened upon agents of the cosmic beings known as the Infinites, an encounter which left him nearly dead.",Marvel Comics,Marvel Comics,Correct,441
