hist_text_classic,true_label,predicted_label,result,n_words
"nightwing red hood discover black lightning , outsider father thunder , arrest crime commit , outsider attempt rescue . ultimately , fail attempt , end believe dead outside world . team see opportunity operate covertly , arsenal soon realize life cloak dagger hero leave team , return command nightwing .   nearly year later , return active duty , hero superman , batman , wonder woman , decide reform justice league america , disband crisis . sign finally "" , "" arsenal ask join late incarnation team . mission teammate , hal jordan refer harper "" red arrow "" ( attempt cover fact call real ) . harper surprise new nickname , soon embrace identity help new costume , give mentor , green arrow . new costume symbolic "" come age "" end troubled relationship oliver queen .   red arrow continue serve justice league .",DC Comics,DC Comics,Correct,144
"bor sense odin power form demon , assume monster responsible kill son . bor soon revenge . strike fury bor possess , thor kill odinforce body . thor try reason bor , loki sure communicate verbally . thor sense wrong want kill fellow asgardian , call help   avenger . unfortunately , new team avenger lead   iron patriot   answer . patriot order team combatant , withstand combine bor thor . bor want overwhelm superior number call force potent tear world apart . thor know avert tragedy , kill foe . bor thor square final time charge - blood . winner thor , high price pay . balder   want thor tell fight end battle , show late stop thor kill king asgard . bor lie die arm grandson , go valhalla think body hand enemy . loki remind balder kill member royal family punishable banishment asgard forever . balder choice uphold rule people , thor cast . thor say defense imply know fiendish plot , day word person - "" thunder fire darkness shall follow . """,Marvel Comics,Marvel Comics,Correct,175
"fear endanger team , magneto , , leave xmen . arrive singapore , magneto shelter underground group mutant bring galleria , ask lead human oppression . magneto inform long man , soldier burst begin fire magneto save . magneto , , go xman avenger reveal technology , device helmet mix magnetic power control mind choose . magneto declare modify circuitry remove trace prejudice , particularly mutant , collective mind human race rule . device captain america , magneto learn cap hate mutant agree trial . magneto , , defend gabrielle haller prosecute sir james jaspers paris . fear death spark war mutant human , magneto call helmet , singapore paris , judge , alexandre gilbert du motier , acquit crime world court .   magneto destroy helmet return position headmaster xavi school , attempt connect student , learn return . magneto , notably , connect illyana rasputin , lose brother , colossus , good friend , shadowcat , control realm , limbo , attack marauder . magneto ground new mutant impulsive , reckless behavior . soccer game physical , sunspot end - give cannonball concussion , rest new mutant begin chastise , sunspot run away , feel danger team . warlock leave sunspot leave team feel deeply guilty worried warlock sunspot whereabout . calm , magneto dress elegantly attend hellfire club event ask dr . mactaggert assist administration school .    hear animal creature mistreat capture , new mutant abduct bird brain , return home , magma decide return massachusetts academy . incident mall , magneto decide return bird - brain authority , cypher begin speak , new mutant convince bird - brain teach remain . magneto wake , night , return sunspot warlock disappearance new mutant .",Marvel Comics,Marvel Comics,Correct,286
"speak jackson , come attack costume vigilante know scourge . hope gain strength defend scourge , jackson submit strength enhancement treatment , know percent case terrible effect . treatment enlarge jackson musculature extent long able . jackson take custody police place los angeles county hospital . priscilla lyon capture dr . karl malus , jackson chief scientist . malus intend operation power broker , inc . , safe contain jackson important file open use fingerprint . , believe jackson trust lyon , malus give ' epidermold ' malleable putty - like material demand impression jackson hand . malus warn refuse betray malus , brutally injure superhumanly strong henchman . malus place bracelet arm remove monitor say . guilt - ride idea betray faith helpless jackson , lyon nonetheless go hospital room take impression hand . contact malus , demand meet hospital lobby key bracelet . malus agree , meet try inject hypodermic needle content unknown . lyon knock malus unconscious , inject needle , bracelet , leave stall lady ' room , hospital security notify . leave hospital , phone costume adventurer know u.s . agent tell pick malus henchman . crush putty - like ball jackson handprint , render useless . priscilla lyon ' current whereabout activity unknown .",Marvel Comics,Marvel Comics,Correct,210
"parademon genetically create apokolip ' laboratory serve loyal army . parademon breed human stock , cull lowly hunger dog reside armagetto district apokolip . parademon advance force army apokolip , create reformatte genetic material glean living dead remain native specie pertain parallel world raze multiverse . initial assault snatch living sight take nearby conversion facility , new god technologie cultivation capture victim occur . repurpose new parademon program serve enforce lord darkseid . invasion lead creation justice league .",DC Comics,DC Comics,Correct,79
", escape , shackle , way gotham city . offer partial sanctuary penguin . unfortunately , penguin secretly work suicide squad turn . piper trickster escape track question batwoman . piper trickster immediately begin plead hero personally responsible death bart allen . batwoman quickly refuse believe innocence concern bring justice . question , hear story point trickster hand - puppet flash illustrate innocence . batwoman furious disrespect trickster show , punch . question , believe story , state ' stupid kill time ' let .     trickster piper inadvertently way poison ivy greenhouse , capture . deathstroke arrive decide use bait , plant bomb . save intervention wally west . wally confine green arrow / black canary wedding , despite warning deathstroke plan - assault occasion . manage escape wedding assault , inadvertently pick double passenger . trio stop diner trickster piper hear double less know villain disappear . track suicide squad . double capture , piper trickster fortunately hide trickster makeshift invisibility field . decide follow squad invisibility field , attempt free capture villain . arrive destination ( belle reve ) , encounter free - face , learn villain exile uncharted planet . duo quickly decide escape offer - face chance join , decline coin - flip . having steal vehicle prison , pair narrowly avoid capture deadshot .    later travel train valiant attempt save life eventual acceptance pied piper orientation , trickster shoot deadshot try defend pie piper . piper leave corpse trickster attach , lose mexican desert dead companion . piper travel desert start hallucinate trickster talk .",DC Comics,DC Comics,Correct,260
"barry return timeline normal , batman thank give letter address son . , barry bid farewell mother , know travel time stop young self alter time . barry merge past counterpart attempt stop , create new different timeline . barry restore timeline , visit original bruce wayne give letter alternate father . bruce grateful barry inform event flashpoint timeline apparently return normal .    new timeline , detail barry allen history change . marry iris west , instead relationship co - worker patty spivot . wally west appear present timeline . bart allen member teen titan kid flash , relationship unclear . flash begin learn speed force , begin enhance mental speed . help dr . darwin elias , begin understand grasp mental power .     major adventure , flash encounter mob rule , army clone old friend manuel lago . manuel want save clone early death , unknowingly cause emp blast deactivate single piece technology central city . save iris west prison riot iron height , flash distribute barge develop wayne enterprise contain supply , generator emergency vehicle help relief effort . , flash reach manuel , strapped device modify clone genetic structure prevent die . unfortunately , device malfunction flash contain ensue explosion , disperse device energy atmosphere . city save , clone die manuel escape , blame flash mob rule death . , dr . elias tell flash actually cause emp blast : contain blast , actually send emp energy time . apparently , time flash use speed force approach speed light , time rift create . dr . elias warn destroy speed force order prevent oblivion .   flash dr . elias develop special battery store flash speed force energy provide city alternate energy power restore .",DC Comics,DC Comics,Correct,288
ajax ( bear francis freeman ) human gain immunity pain enhanced reflex augmentation procedure give workshop .,Marvel Comics,Marvel Comics,Correct,17
"unsuccessfully commit suicide battle hulk , wade send english prison crossmore , meet doctor ellen whitby , secretly obsess year . - sided love , help escape . despite , wade reject completely insane . leave encounter local law enforcement inadvertently lead wade take queen england hostage . have talk queen , convince deadpool whitby responsibility . go apartment , find sever body part fridge . confront whitby kill , wade throw frozen body part dumpster leave . afterward , part thaw heal form deformed sadistic clone deadpool .    deadpool manage new jersey . wade meet evil deadpool favourite chimichanga restaurant , evil deadpool blow . long fight run bullet , deadpool agree meet fight canarsie park . fight explosion , evil deadpool escape wade confront captain america escape . , evil deadpool go mister negative ask job ( murder police chief child ) . careful contemplation evil deadpool , decide motivation - original deadpool . planning , wade proceed publicly kidnap random child hope draw evil deadpool .   , evil deadpool predict kidnap police chief child send message parent ( lead chief believe real deadpool kidnap child ) , take captain america watch wade ( know wade near child ) . cap recover interpol involved , cap inform chief deadpool kidnap child lead believe accomplice . time pass , wade realize play , free child escape . teleportation device , evil deadpool lure police chief deadpool trap appear deadpool kill chief child , fail chief escape child . evil deadpool explain wade motivation matter good accomplish people monster .   , captain america police arrive scene tell stand .",Marvel Comics,Marvel Comics,Correct,269
little know childhood youth fatale come dark beast trust servant . possible dark beast create .,Marvel Comics,Marvel Comics,Correct,16
"ancient sorcerer supreme leader master mystic art . century , ancient protect earth mystical threat , dedicate help need educate magical art new hope . , later , challenge student , kaecilius , corrupt dark dimension seek bring dormammu earth . midst war kaecilius zealot , ancient encounter doctor strange , despite initial reluctance , persuade accept student karl mordo . final battle , ancient fatally wound despite good effort doctor strange christine palmer , accept fate die , give doctor strange advice need defeat dormammu find new purpose life master .",Marvel Comics,Marvel Comics,Correct,92
"- union interrupt brotherhood leader daken reveal fantomex dead , ultimaton revert original programming kill mutant . ultimaton snap gateway neck self - detonate , psylocke manage enter gateway mind use power send x - force away .    appear 30 year future greet deathlok . world evan sabahnur ascend apocalypse . great threat entire world know lead wolverine create x - force compose hero . manage kill new apocalypse celebrate war hero elect sure thing happen . lead psylocke , soon kill world criminal begin pro - actively kill people mind commit crime commit .   wolverine x - force present unrepentant course action , deathlok attempt kill order prevent future happen fail destroy cable . send , psylocke escape resolve prevent future kill future psylocke . realize save world go know , mistake . order sure fantomex sacrifice mean save world stab gut .   narrowly survive suicide attempt attempt finish permanently interrupt future punisher attempt save . psylocke struggle , try end life finally fail pass save nightcrawler . heal injury speak future self . return present rest x - force .    return present , x - force head genosha save evan descend apocalypse . arrive island , psylocke able subdue mystique telekinesis disguise sabretooth sleep . x - force argue kill evan descend apocalypse . later notice deadpool disappear seemingly think kill evan . turn come save evan . deadpool later capture torture daken new brotherhood .   wolverine psylocke sneak enemy ' underwater base . wolverine handle enemy psylocke turn deadpool pain receptor torture omega black .",Marvel Comics,Marvel Comics,Correct,258
"marrow surprisingly invite chris join , accept , secretly intend dismantle organization . mission , chris send aid terrorist attack grand central station . seek stop bomber , chris confront agent zero , mistakenly believe perpetrator . ensue confusion , zero fatally shoot chris . lie die , chris unmask zero , shocked discover kill friend . chris die , know zero true identity .   recently , chris revive alien techno organic virus .",Marvel Comics,Marvel Comics,Correct,74
"fight , o'brian start new life balance hero life family life .    massive prison breakout secret society super - villain villain united , plastic man responder blackgate penitentiary fight clayface . battle metropolis , punch leader doctor psycho .    aftermath , celebrate assembled hero . present lex luthor cause mass slaughter everyman project participant , show pride son offspring save people life . world war ii , charge lead black adam justice society america . adam actually manage nose bleed . despite , manage son advice well banter . celebration victory plastic man attend .    plastic man infect eclipso ( jean loring ) countdown mystery , corrupt revert personality reform way . criminal , woozy wink accomplice . batman offspring work , spectre intervene finish battle . eclipso rescue motive . gather convert dive creeper corpse alex montez ceremony . break nsa facility steal government property . huntress attempt stop , succeed steal heart darkness . free grasp , eclipso reach true power . , defeat spectre work eradicate remain agent earth .   martian manhunter murder libra secret society super - villain final crisis . plastic man attend funeral , comfort booster gold stargirl .    plastic man join justice league america . black night heart rip resurrected vibe black lantern corps rise . seemingly kill . , survive unique physiology .",DC Comics,DC Comics,Correct,221
"shayera thal police officer planet thanagar . partner , katar hol , chase criminal byth , crash land earth . capture , pair decide remain earth hawkman hawkwoman .",DC Comics,DC Comics,Correct,29
"observe way guild work , elect join guild mother - kryptonian science guild .    teleport alley , kara find chris kent thara ak - var . supergirl attack thara , kill father try kill . , chris stops kara tell cousin . attack guardian science police , apparently kill mon - el . chris try tell guardian murder mon - el , guardian ignore . manage escape paris . chris , thara kara talk happen . discover sleeper fight metallo reactron . , attack squad k.   escape squad k , lana lang apartment . decide lois help clear name . chris lana find lois kara thara stay lana apartment . wait , thara attempt tell kara wrong lana , state way make kara angry . , reactron promise general lane kill supergirl .   kara , chris , thara a.k.a . "" metropolis "" fight reactron . kara hit reactron heat vision instead hit reactron gold kryptonite , strip power temporarily . thara jump reactron hit kara knock fight . lois show report fight , notice depowere unconscious , engage reactron battle wound jab pen neck . reactron kill chris kara , thara transform flamebird easily defeat reactron . reactron reveal general lane sewer bombing deepen mistrust kryptonians . kara decide reactron alura new krypton punishment . kara thara forgive .   kara deliver reactron alura . alura flashback time zor - el reactron kill . remember science guild tell love simply chemical response external stimulus ignore . love zor - el . present , reactron stand trial . verdict announce , kryptonian burst courtroom , want revenge . supergirl alura jump save reactron , skirmish , apparently kill . supergirl decide return earth . reveal alura fake death torture information .    world fine , supergirl new batgirl ( stephanie brown ) team time .",DC Comics,DC Comics,Correct,303
"jean - paul beaubier parent kill car crash shortly birth . twin sister jeanne - marie take martin , cousin mother , afford raise child send jeanne - marie catholic girl school . jean - paul , place foster home foster parent die , twin grow unaware . teenager , jean - paul catch steal raymonde belmonde , mentor guardian , help jean - paul cope emerge mutant nature sexuality . belmonde introduce jean - paul skiing , means help control super - speed . jean - paul later join circus talented trapeze artist . come regard fellow performer family know . , anger frustration ultimately express join separatist de libération du québec movement . radical cell combattre , jean - paul act courier . come disagree cell terrorist method see force save innocent life bomb . subsequently sever tie . jean - paul return passion skiing , secretly power quickly world champion , win gold medal olympic famous wealthy . time , canadian government department h begin form team superhuman operative , alpha flight . team founder , james hudson , recruit jean - paul sister aurora , see photo jean - paul notice resemblance discover sibling . hudson invite jean - paul join team , overjoyed learn sister , join team northstar . twin reunion come surprise , touch create flash intense light . team mission reclaim government operative wolverine , defect join american xmen team . ambush xman calgary , alpha flight hold , battle cause damage government opt let wolverine face massive rebuilding cost . shortly , department h closed alpha flight disband . later visit sister , northstar shocked discover dual personality , alternate free - spirited aurora shy , reserve jeanne - marie . hudson reform alpha flight government funding , northstar manage convince sister return .",Marvel Comics,DC Comics,Incorrect,303
"time , rachel able draw limited extent vast power cosmic entity know phoenix force . alien know beyonder hint rachel potentially equal power previous phoenix . , beyonder grant rachel power previous phoenix possess , reclaim shortly .   soon , rachel teammate wolverine severely injure prevent vengefully murder selene . flee heal , fool - armed sorceress name spiral take alternate dimension mojoworld hold prisoner month . rachel eventually escape london track agent mojoworld . help kitty pryde , lockheed , nightcrawler , captain britain , rachel defeat - captor form british super - team excalibur .    adventure excalibur , rachel finally manage return future come . change past , teammate able change directive sentinel era preserve life , end genocide prevail year . return journey , captain britain lose timestream discover rachel exchange place return . accept , carry future time rule eternal mutant apocalypse . , rachel found clan askani help struggle apocalypse tyrannical reign .   mother askani , rachel responsible transport parent future care cyclop ' infant son nathan , take future hope cure techno - organic virus apocalypse infect past . clan askani see infant potential great warrior , train soldier know cable . effort transport xmen exhausted rachel frail old body physical form die , leave live astral form .   later , cable journey end time find youthful rachel hold prisoner gaunt , man imprison crime . cable challenge gaunt duel decide fate rachel emerge victorious , return rachel present . timeline erase having abandon phoenix force , rachel decide retire costumed adventure life begin attend college . soon , rachel embroil dark sisterhood attempt takeover united states .",Marvel Comics,Marvel Comics,Correct,274
"fly starship contraxia sun vaporize craft send energy body sun . unknown manner , apparently restore vast quantity hydrogen necessary sustain nuclear reaction sun , add undisclosed number year sun life . , radiate great energy , return contraxia , vast heat melt polar icecap , order farewell girlfriend lecture contraxian morality . fly outer space , realize long live organic being vast energy emanate control .    unrevealed circumstance , jack heart capture enigmatic alien , stranger , place planet study . jack heart inadvertently free avenger quasar , travel stranger world purpose . join refugee earth , jack heart return native planet , mind - control refugee , presence , fighting quasar . armor breach fight , jack appear explode burst zero energy . actually , jack rescue heal moondragon , bid gain ally prove worthy consort quasar . jack prove overzealous mentally - influence agent moondragon , soon abandon design quasar , jack release control .   jack sequester abandon hart residence , find condition rapidly deteriorate , energy threaten control . return space , jack seek alien silver surfer help . surfer lead jack alien armor - wielder , create new well energy - regulate armor . jack remain surfer short time , team cosmic hero encounter mega - powerful entity know tyrant . battle leave jack heart severely weaken , nurse health fellow adventurer ganymede , lover .   ganymede member sisterhood dedicate opposition tyrant . refuse engage physical intimacy , option armor - bind jack . point willing abandon injured jack let enemy escape . jack remain ganymede month , eventually go separate way .   journey space , jack heart happen agent cosmic being know infinite , encounter leave nearly dead .",Marvel Comics,Marvel Comics,Correct,285
"century ago planet ma'aleca'andra , green martian know m'yrnn sha'sheen give birth twin son . bearing twin uncommon martian culture , , twin name j'onn j'onzz , mean "" light light "" . j'onn brother , bear mutant , bereft martian innate ability communicate telepathically . name ma'alefa'ak , name mean "" darkness heart "" .   adult , j'onn manhunter ( police officer ) marry martian woman name m'yri'ah . establish modest home beneath windswept martian plain give birth daughter name k'hym .   year pass , j'onn brother ma'alefa'ak grow despise martian culture . ambitious endeavor commit - scale genocide people , engineer contagious virus know h'ronmeer curse . virus react telepathic energy , carry martian elect use psionic power . plague respond martian innate fear fire , cause psychosomatic stress intense , body mind literally burst flame . j'onn desperately try wife daughter mental gift , unable , contract plague . k'hym experience symptom , m'yri'ah follow soon . j'onn anguish watch family burn death eye . trauma event shatter psyche , nearly drive mad .   planet earth , - scientist name dr . saul erdel develop transmitter machine base ancient martian technology . seek contact extraterrestrial life , aim device vicinity mars activate . transmitter beam streak space time , strike martian manhunter point time century erdel bear . beam bring j'onn erdel natural time era , collapse ground outside doctor colorado laboratory .   erdel bring distraught martian inside attempt nurse health . anguish j'onn mental state create psychic bond , erdel aware event take place mar . effort heal j'onn mind , erdel mental link fabricate new history martian . create - story inspire writing famous science fiction novelist ray bradbury edgar rice burrough . eventually , j'onn sanity restore , prepared function strange new world .",DC Comics,DC Comics,Correct,300
"mera undersea queen alien otherworldly dimension commonly refer dimension aqua . year ago , criminal name leron seize control kingdom depose queen mera . exile kingdom , mera flee dimension aqua earth dimension meet atlantean sea - king , aquaman . aquaman sidekick , aqualad , vow assist mera way possible . leron pursue mera earth , manage capture aquaman . bring dimension alpha imprison . aid water sprite know quisp , aquaman manage free mera defeat leron . , return throne kingdom , mera elect return atlantis aquaman . mera continue share adventure sea - king , begin fall love . soon d mera live aquaman atlantean royal palace .    long , mera give birth aquaman son , name arthur curry , jr . , aka , aquababy .    year later , mera suffer great tragedy life . aquaman nemesis black manta kidnap arthur curry , jr . confine inside translucent tank fill poison . child lapse coma mera embark ambitious crusade save . find mean return dimension aqua fight tyrant leron order learn location special healing device . discover leron take mera possession cast away great pit . mera brave pit fight elemental monster order retrieve device . quest prove successful , return home atlantis , find late . arthur curry , jr . die .     ultimately lead mera suffer nervous breakdown . abandon husband aquaman , blame "" weak gene "" arthur , jr . death . belief son bear man dimension , strong survive black manta attack . marriage dissolve , aquaman leave atlantis , mera stay . mental state continue deteriorate finally , interim ruler , lord wexus commit ahard1 hospital center . remain month time aquaman return repel invasion force giant jellyfish . aquaman try peace mera , savagely attack . attempt defend , aquaman accidentally push mera hard , impale upturned piece metal .",DC Comics,DC Comics,Correct,311
"cannonball overpower feral , old friend lucia , police detective jose hidalgo , arrest kill member family bellinger . thornn go free , feral presumably serve prison sentence murder .",Marvel Comics,DC Comics,Incorrect,30
"derek power corrupt businessman manage gain control wayne enterprise ( call wayne - power ) elderly bruce wayne poor health arch - rival new batman , terry mcginnis . power develop lethal mutagenic nerve gas intend sell weapon , employee , warren mcginni , discover evidence gas , power murder , cause vengeful son terry mcginnis batman , stop power ' plan expose gas ; power subject extreme radiation exposure save life , effect , entire body radioactive , render translucent . able hide state contain radiation special cosmetic skin , time , flake . cosmetic skin begin temper uncontrolled radiation level rise . introduce blight attack mr . freeze . scientist work power idea power baseline dna , create new body unaffected condition , transfer new body . test procedure , mr . freeze , like power , dna corrupt condition . procedure like success , condition start resurface . power believe biopsy organ procedure fail , order scientist procedure ( feign romantic feeling freeze ) kill freeze . escape later return wayne - power suit "" keep cold storage "" freeze power scientist . power survive attack melt skin ice . attack batman freeze , ask batman , refer blight , blight land power . freeze jettison battle . condition worsen unable appearance anymore , power decide withdraw public life , summon estranged son , paxton , run business find cure condition . , paxton betray father , expose world blight . power hide nuclear submarine , paxton use device usurp power ' radiation , nearly kill , batman intervene . power go berserk massive radiation burst sink submarine inside . exchange batman paxton hint power survive . blight make appearance comic book series base batman .",DC Comics,DC Comics,Correct,289
"assist defeat scarecrow , batman finally deem tim ready fulfill role new robin . give new costume set apart previous robin .    tim doubt new robin , bruce tell confidence tim new partner . bruce confide tim look smart , gut , tim . necessary tim intensive training take street gotham . involve tour overseas , help tim understand addition learn great fighter .   stop paris , learn rahul lama , chinese martial art master . paris , tim cross path thug work king snake , shadow lady shiva . shiva actually join robin man name clyde rawlin ( want revenge snake death family ) help king snake heroin traffic area . shiva oppose moral reason , simply wish learn king snake truly dangerous rumor ; good challenge talent . , discover king snake interested drug : go chemical weapon manufacture bubonic plague . follow trail hong kong , whilst , shiva continue train robin time acquire collapsible fighting staff . king snake plan unleash plague hong kong leave rot cesspool chinese reclaim british . team split breach lair . clyde find quickly kill snake . robin manage defeat , refuse kill shiva order . return gotham , ready place alongside batman .   tim distinguish jason todd far reserved temperament dick grayson cerebral detective great acrobat . dick bring early age acrobatic , tim work hard . prove capable hold alongside batman . , batman strict order tim -- tim come know killer ( joker , - face ) , suppose withdraw summon help .",DC Comics,DC Comics,Correct,255
"reign worldkiller , biological weapon create krypton eventually outlaw kryptonian science council . reign worldkiller create zor - el , later come regret creation blood - thirsty , super - powerful monster . reign partner survive krypton , origin remain mystery . know worldkill , krypton earth hold answer origin . try krypton find dead . , reign find supergirl follow remain argo city , hope find origin . reign face beat supergirl , kara zor - el provide answer reign leave supergirl dead head earth conquer planet .",DC Comics,DC Comics,Correct,89
"return kid omega set new wave anti - mutant sentiment , wolverine cyclop steadily grow divide . wolverine wish hand quire commander steven roger , cyclop wish deal mutant community . new hellfire club attack incapacitate xman opening mutant history museum oya , wolverine take liking , standing . logan try convince idie stay hidden cyclop pressure act : lead idie kill dozen man . logan enrage blame cyclop . eventually get bad wolverine see idea cyclop raise train teenage mutant soldier go kill demolish sentinel send destroy utopia , wolverine number xman quit team leave number teenage mutant return home new york clear cyclop clearly cross line action .    wolverine found jean grey school high learning , spend fortune amass year . day assault new hellfire club , major force cause schism xmen . wolverine clear want lose kid fight hard frankenstein monster , iceman defeat make ice clone . , attack hellfire club , possession spawn original krakoa . kid omega want prove broo , idie kid gladiator tell hear , reason krakoa join wolverine xmen . wolverine school confront hellfire club clear stay away school . hellfire club member leave , krakoa attack logan stop well idea deal . day matt murdock tell kade kilgore sue wolverine sum 879 million dollar damage jean grey school high learning pay control company . school rebuild , logan inform krakoa glad allow stay logan find good school ground fight .",Marvel Comics,Marvel Comics,Correct,240
"emma respond owe go far pathetic loser push . bobby , upset lack control power year xavier institute high learning , go road trip rogue , deal demon share kiss gambit . trip , bobby begin see vision emma frost .   later , bobby , scott , ororo , logan mysteriously awaken area unfamiliar . suffer battle memory . bobby awoke ice form gape hole chest . amazed alive , bobby xman find test onslaught . finally defeat onslaught herald , post , teleport mansion . bobby confront emma frost , help bobby learn convert ice form , heal hole chest .   xman send iceman cannonball infiltrate presidential candidate graydon creed mutant hate political campaign . bobby find evidence creed associate friend humanity . father speak creed , graydon thug nearly kill mr . drake , bobby leave team father . bobby briefly return rescue cecilia reyes bastion government - sponsor anti - mutant operation : zero tolerance go effect . mission , bobby bring marrow xmen .   bobby learn need fear evolution ability return xman explore untapped potential full . time bobby suffer chest injury black tom trigger secondary mutation , slowly encase body ice prevent revert human form . mission rescue nightcrawler , iceman entire body shatter ice - form , leave head . bobby later reform moisture body enemy . bobby unable return human form , cause bitter .   havok leave lorna altar human woman bobby previously kiss , lorna leave open iceman admit feeling relationship develop . thing complicate bobby express disapproval cyclop reassign team brother havok , . original xman , bobby feel hold high rank . bobby happy have juggernaut xmen team , let .",Marvel Comics,Marvel Comics,Correct,281
"robert later shock hear wife , terrified state , secretly request iron man find way degrade husband power kill day succumb insanity possibly kill everybody .   day , symbiote attack infect new york , include mighty secret avenger , exception sentry , wonder man , are , ms . marvel , luke cage iron man . sentry eventually choice knock janet , grow giant size infect . iron man manage create antidote , track symbiote latveria , avenger shield lead attack victor von doom . unfortunately , sentry , iron man doom accidentally time . , need use fantastic time platform . require sentry , - eventually forget .   hulk warbound attack earth , sentry talk reed richard tony stark . man able convince robert fight hulk return earth , sentry talk iron man . iron man explain illuminati action exile hulk earth state matter strong hero , limit prevent criminal fight repeat action . solution find avoid law decide criminal fate order save life . confrontation hulk iron man cause sentry watchtower drop straight stark tower / avenger headquarter , destroy . later confrontation hulk fantastic , susan storm try sentry help , answer . president attempt convince sentry fight hulk , fail . sentry watch battle illuminati ( minus professor x namor ) gigantic monster news hulk action , recent event , televise . illuminati victorious , hulk modify obedience disk implant , make want kill . see , sentry fly home face hulk .   mister fantastic order kill iron man , stop hulk declare return justice . sentry arrive engage hulk combat . robert long hold , having lose control power go battle frail mental state .",Marvel Comics,Marvel Comics,Correct,280
"decide sub , superman wonder woman ride invisible jet .    track sub sahara desert , find camp investigate underground facility . soon , hero attack , diana fast deflect bullet . commander orders unit fall unit b advance . realize unit b suicide bomber , superman shield diana explode . dust settle , superman take care nerve gas , commander lock vault . inside , commander activate bomb kill superman diana burst . time leave , superman get diana spin incredible speed bomb underground explode . leave , diana see knot crate amazonian bridle knot . diana try find superman hand break . diana mention crate gotham city , superman know ask help .    "" diana "" member purge meet street gang gotham . inspect "" merchandise "" , batman take purge , soon gang . go "" diana "" , batman able fend , , attack . finally , "" diana "" knock escape . recover , batman use purge member answer . able , golden lasso wrap man start spill gut . diana approve batman aggressive method , seek approval . superman try play peacemaker introduce , . bring speed , batman give hero psychological sketch ra want question purge member , wonder woman lasso . agree , brutalize suspect . get man , rank serial number , learn missile gotham , know location . finish , batman break man jaw .    batman wonder woman throat batman brutality man question . diana take aback , , batman reveal "" diana "" wear eagle crest like diana . batman depart , leave wonder woman question superman consider man friend . leave , hand ear ring transmitter . gotham , ra enter lazarus pit , "" diana "" learn old .",DC Comics,DC Comics,Correct,291
"battle freddy sabina end freddy choose wield god power , shazam , sabina destroy . new shazam , freddy take marvel duty superhero .    marvel ambush black adam isis , intent take rock eternity . isis rob marvel power say shazam spell book send lightning , banish powerless billy batson fawcett city , contact justice society help .    arrive rock eternity billy , justice society fight black adam isis .    billy abduct evil mary marvel , share power turn evil teenage captain marvel . evil billy mary join adam isis fight justice society . , adam switch side isis set action plan kill humanity destroy modern civilization . help justice society flash spirit c.c batson ( mary billy father ) , dead wizard shazam soul retrieve underworld realm know rock finality , adam give power resurrect statue imprison . shazam promptly take power black marvel , turn adam isis stone statue , banish billy mary rock eternity state fail . threaten come freddy freeman , power come directly god .    later see walk street fawcett city homeless ponder fate father spirit .    black night , live apartment , comment scary power anymore .    freddy see billy mary apartment . reminisce past mary feel useless power . mary later see assault freddy , blaze appear . scene cut homeless shelter . blaze see talk mary . tell mary kill freddy , restore billy mary power . cut . blaze see break promise mary . second later word ' shazam ' hear , send blaze rocket wall . turn freddy , pretend kill . blaze freddy fight street . blaze punch freddy ring contain liquid river styx , toxic resident hell .",DC Comics,DC Comics,Correct,280
"crisis , dawn granger london mother . mother , diplomatic courier , american embassy terrorist take , threaten blow . unable help police , busy panic cause crisis , dawn contact voice offer power deal problem . agree , transform dove , easily subdue terrorist . initially assume number dove , later learn dove die crisis , concerned die take power . travel memorial service fall hero , manage identify hawk civilian identity , follow try discover . follow , see increasingly unstable , lose action dove",DC Comics,Marvel Comics,Incorrect,87
"maximus boltagon prince inhuman attilan young brother black bolt inhuman attilan . grow maximus desire wear crown see great flaw attilan unfair caste system . lead uprising family , maximus take throne banish rest inhuman royal family attilan . maximus soon paranoid return send assassin kill family earth . black bolt finally return attilan reclaim throne , maximus city risk damage protective dome surround . moment city destroy , maximus confess sin black bolt lock inside bunker leave , seemingly trap forever .",Marvel Comics,Marvel Comics,Correct,83
"have drink , rowdy guest penguin use gimmick umbrella calm .",DC Comics,Marvel Comics,Incorrect,11
